,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,number,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,team,weight,yahoo_id,years_exp
6031,True,23,,,1996-10-27,,Kansas State,7,RB,3886636,21023,['RB'],Alex,Alex Barnes,,#AlexBarnes-NFL-FA-39,"6'0""",,,,,,Barnes,1567191054464,39,6031,RB,,,13452,,alex,alexbarnes,barnes,784,nfl,e63d39ab-704f-40ad-9036-b8bad7ece8bb,868507,Inactive,,226,32419,0
1583,True,29,,,1990-02-01,,Rutgers,,,15888,15234,['DB'],Marcus,Marcus Cooper,00-0030127,#MarcusCooper-NFL-FA-31,"6'2""",,,,,,Cooper,1565730006323,31,1583,CB,,,9082,8641,marcus,marcuscooper,cooper,1782,nfl,38709da2-bd62-45f9-a7cd-f209879aca81,,Inactive,,192,26875,6
533,True,33,,,1986-09-05,,Texas,4,QB,13199,11047,['QB'],Colt,Colt McCoy,00-0027688,#ColtMcCoy-NFL-WAS-12,"6'1""",,,,,,McCoy,1573503655373,12,533,QB,,,6444,5699,colt,coltmccoy,mccoy,532,nfl,3699dfd9-d437-43f7-b674-adbb31e7e64b,306296,Active,WAS,215,24060,9
2657,False,26,,,1992-04-17,,Iowa,1,RES,2582441,17125,['DB'],John,John Lowdermilk,,#JohnLowdermilk-NFL-FA-33,"6'1""",,,,,,Lowdermilk,,33,2657,CB,,,10809,,john,johnlowdermilk,lowdermilk,9999999,nfl,df6aa22c-9baf-421d-af09-8bc6638731f6,,Inactive,,210,28686,1
2358,True,26,,,1993-08-16,,Oregon,2,LT,2576971,16814,['OL'],Jake,Jake Fisher,00-0032196,#JakeFisher-NFL-FA-74,"6'6""",,,,,,Fisher,1557761711253,74,2358,OT,,,10265,10385,jake,jakefisher,fisher,9999999,nfl,aacd2e1d-0882-4698-87dc-f033382257a7,,Inactive,,306,28441,4
1450,False,26,,,1991-11-11,,South Carolina,,,16022,15019,['WR'],Ace,Ace Sanders,,#AceSanders-NFL-FA-18,"5'7""",,,,,,Sanders,,18,1450,WR,,,,,ace,acesanders,sanders,9999999,nfl,e506364d-fe69-48c7-8b84-a49603b0a7b6,553026,Inactive,,173,,3
6526,True,24,,,1995-09-03,,Colorado State,,,3124517,21510,['LB'],Tre,Tre Thomas,,#TreThomas-NFL-FA-48,"6'2""",,,,,,Thomas,,48,6526,LB,,,14163,,tre,trethomas,thomas,9999999,nfl,afc3cd02-f7fb-4de3-9e4f-46f02f7fd9b8,,Inactive,,223,32372,0
3999,False,,,,,,,,,,18838,,George,George Godsey,,#GeorgeGodsey-NFL-FA-0,,,,,,,Godsey,,0,3999,,,,,10444,george,georgegodsey,godsey,9999999,nfl,,,Inactive,,,,0
2316,True,27,,,1992-07-25,,Michigan State,1,LCB,2576283,16772,['DB'],Trae,Trae Waynes,00-0031546,#TraeWaynes-NFL-MIN-26,"6'0""",,,,,,Waynes,1573766708211,26,2316,CB,,,10028,10426,trae,traewaynes,waynes,1500,nfl,338adc8a-173d-4b1b-a5de-92818bf96823,,Active,MIN,186,28399,4
3789,False,25,,,1993-01-13,,Illinois State,,,,18603,['DL'],David,David Perkins,,#DavidPerkins-NFL-FA-42,"6'2""",,,,,,Perkins,,42,3789,DE,,,11562,,david,davidperkins,perkins,9999999,nfl,,,Inactive,,226,29831,0
1275,True,29,,,1989-12-21,,William & Mary,,,15632,14719,['RB'],Jonathan,Jonathan Grimes,,#JonathanGrimes-NFL-FA-34,"5'10""",,,,,Out,Grimes,,34,1275,RB,,,8297,,jonathan,jonathangrimes,grimes,9999999,nfl,c8088c8c-b4fc-46e9-98b8-cda869e344e5,461885,Inactive,,201,26488,7
3260,True,25,,,1994-02-23,,Nebraska,,,2974333,18021,['DL'],Vincent,Vincent Valentine,00-0032396,#VincentValentine-NFL-FA-96,"6'4""",,,,,,Valentine,1567543221199,96,3260,NT,,,10950,,vincent,vincentvalentine,valentine,1935,nfl,89781fd0-0817-4de8-ac16-c9cf095b333e,651875,Inactive,,329,29330,3
3248,True,26,,,1993-10-29,,Oregon State,1,LG,2978247,18009,['OL'],Isaac,Isaac Seumalo,00-0032954,#IsaacSeumalo-NFL-PHI-73,"6'4""",,,,,,Seumalo,1551737411683,73,3248,G,,,11169,11386,isaac,isaacseumalo,seumalo,9999999,nfl,447db942-40e8-4bb3-9710-b12cfaaafb46,,Active,PHI,303,29313,3
516,False,29,,,1989-11-06,,Florida,,,,10975,['TE'],Aaron,Aaron Hernandez,,#AaronHernandez-NFL-FA-81,"6'2""",,,,,,Hernandez,,81,516,TE,,,,5674,aaron,aaronhernandez,hernandez,9999999,nfl,,,Inactive,,245,,9
4244,True,25,,,1994-05-26,,Utah State,6,RB,3918026,19090,['RB'],Devante,Devante Mays,00-0033304,#DevanteMays-NFL-JAX-33,"5'10""",,Ankle,Mays will spend an undetermined length of time on the injured reserve list with an ankle injury.,2019-09-03,Out,Mays,1567532419491,33,4244,RB,,,12219,,devante,devantemays,mays,666,nfl,b92d015f-0e5f-42e5-b85a-9c68ee6d8f1f,867674,Practice Squad,JAX,224,30351,2
5682,True,24,,,1995-11-10,,North Carolina,,,3116695,20609,['LB'],Cayson,Cayson Collins,00-0034444,#CaysonCollins-NFL-FA-46,"6'1""",,,,,,Collins,1546449623212,46,5682,OLB,,,13262,,cayson,caysoncollins,collins,9999999,nfl,af606d16-92a5-474f-8674-0bcd440a76c2,,Inactive,,225,31533,1
3654,True,26,,,1993-07-03,,East Central Oklahoma,,,4002683,18447,['OL'],Kevin,Kevin Bowen,,#KevinBowen-NFL-FA-77,"6'7""",,,,,,Bowen,1535495103565,77,3654,OT,,,11384,,kevin,kevinbowen,bowen,9999999,nfl,5311dbf3-9a87-431c-9393-7a7d4180d118,,Inactive,,350,29698,3
4376,True,24,,,1995-10-26,,Marshall,,,3931763,19233,['WR'],Michael,Michael Clark,,#MichaelClark-NFL-FA-89,"6'6""",,,,,,Clark,1532566201744,89,4376,WR,,,12460,,michael,michaelclark,clark,9999999,nfl,a4556664-56b6-49ee-bc5b-a05da0780c65,886316,Inactive,,217,30609,2
3871,False,26,,,1992-03-06,,Rutgers,,,,18693,['RB'],Sam,Sam Bergen,,#SamBergen-NFL-FA-40,"6'0""",,,,,,Bergen,,40,3871,FB,,,11395,,sam,sambergen,bergen,9999999,nfl,,556482,Inactive,,236,29982,0
3605,True,27,,,1992-07-15,,Notre Dame,2,FS,2579840,18392,['DB'],Matthias,Matthias Farley,00-0032496,#MatthiasFarley-NFL-NYJ-41,"5'11""",,,,,,Farley,1576199459208,41,3605,FS,,,11292,,matthias,matthiasfarley,farley,1187,nfl,22d9354f-3277-4ae6-bfaa-351ce38f1140,,Active,NYJ,204,29574,3
3891,True,26,,,1993-09-30,,Arkansas-Pine Bluff,,,2572846,18713,['RB'],Kyle,Kyle Coleman,00-0033086,#KyleColeman-NFL-FA-96,"6'2""",,,,,,Coleman,,96,3891,FB,,,11558,,kyle,kylecoleman,coleman,9999999,nfl,0105886c-9f70-4600-b0c4-bb2a8efc5e9b,891825,Inactive,,220,30021,3
5312,True,23,,,1996-11-22,,None,,,3122927,19945,['OL'],Rick,Rick Leonard,00-0034379,#RickLeonard-NFL-HOU-72,"6'7""",,,,,,Leonard,1546994134576,72,5312,OT,,,12987,,rick,rickleonard,leonard,9999999,nfl,a54039fe-c6f8-4a25-82e8-80ce45db9a67,,Practice Squad,HOU,311,31097,1
5990,True,23,,,1996-11-18,,Missouri,,,3924319,20784,['LB'],Terez,Terez Hall, 00-0034962,#TerezHall-NFL-NE-59,"6'1""",,,,,,Hall,,59,5990,LB,,,13861,,terez,terezhall,hall,1457,nfl,49bf0cd8-c01f-4d31-b6f1-fdda02b4999f,,Practice Squad,NE,230,32230,0
4097,True,25,,,1994-08-12,,Alabama,1,WLB,2976495,18943,['LB'],Ryan,Ryan Anderson,00-0033525,#RyanAnderson-NFL-WAS-52,"6'2""",,,,,,Anderson,1576341004535,52,4097,OLB,,,11956,,ryan,ryananderson,anderson,1330,nfl,2afc82df-1048-414d-bef7-1692198cedde,,Active,WAS,258,30162,2
916,True,31,,,1988-04-24,,Clemson,,,14019,13165,['DL'],Jarvis,Jarvis Jenkins,00-0027979,#JarvisJenkins-NFL-FA-94,"6'4""",,,,,,Jenkins,1544195424488,94,916,DE,,,7470,,jarvis,jarvisjenkins,jenkins,9999999,nfl,5c453cab-dfd6-4c8f-ad31-f872229c6e06,,Inactive,,310,24828,8
1572,True,28,,,1991-09-25,,Georgia,1,SILB,15806,15220,['LB'],Alec,Alec Ogletree,00-0030527,#AlecOgletree-NFL-NYG-47,"6'2""",,Back,Ogletree left the last game with an injured back. It is undetermined if he will suit up against the Eagles during Week 17.,2019-12-22,Questionable,Ogletree,1577039760722,47,1572,ILB,,,8695,8383,alec,alecogletree,ogletree,852,nfl,b94f3978-ba88-428a-924b-3fbfdf04b058,552990,Active,NYG,242,26653,6
4072,True,24,,,1995-01-16,,LSU,1,LCB,3042717,18918,['DB'],Tre'Davious,Tre'Davious White,00-0033884,#TreDaviousWhite-NFL-BUF-27,"5'11""",,,,,,White,1576531826002,27,4072,CB,,,12127,12250,tredavious,tredaviouswhite,white,1501,nfl,13de701c-c77c-4eb5-b54c-8881ca5e0871,,Active,BUF,191,30140,2
5598,True,23,,,1994-12-14,,Mississippi,,,,20518,['OL'],Daronte,Daronte Bouldin,,#DaronteBouldin-NFL-NO-0,"6'4""",,,,,,Bouldin,,0,5598,OL,,,13172,,daronte,darontebouldin,bouldin,9999999,nfl,a7c8ed67-44b2-4286-aebc-2ce5bfa1e52c,,Active,NO,309,31531,0
577,False,29,,,1988-03-10,,LSU,,,13611,11279,['DB'],Danny,Danny McCray,,#DannyMcCray-NFL-FA-40,"6'1""",,,,,,McCray,,40,577,SS,,,7094,,danny,dannymccray,mccray,9999999,nfl,e210223b-fd36-4cc2-a5e3-16578ea0d17d,,Inactive,,222,24605,5
3097,False,,,,,,,,,,17847,,Josh,Josh McDaniels,,#JoshMcDaniels-NFL-FA-0,,,,,,,McDaniels,,0,3097,,,,,9281,josh,joshmcdaniels,mcdaniels,9999999,nfl,,,Inactive,,,,0
2788,False,26,,,1991-01-21,,Kansas,,,2516768,17256,['WR'],Nick,Nick Harwell,,#NickHarwell-NFL-FA-18,"5'11""",,,,,,Harwell,,18,2788,WR,,,10538,,nick,nickharwell,harwell,9999999,nfl,e892a99d-6c94-460f-8922-00a444e71d73,544753,Inactive,,190,29017,1
6254,True,22,,,1997-06-02,,North Texas,,,4243831,21187,['DB'],Kemon,Kemon Hall, 00-0035542,#KemonHall-NFL-FA-37,"5'11""",,,,,,Hall,,37,6254,CB,,,14307,,kemon,kemonhall,hall,9999999,nfl,9e82eb73-21f0-469a-ac85-b4fde70a6a4e,,Inactive,,188,32542,0
751,True,32,,,1987-06-20,,Nevada,2,LILB,13165,12430,['LB'],Josh,Josh Mauga,,#JoshMauga-NFL-FA-90,"6'1""",,,,,Out,Mauga,,90,751,ILB,,,7199,,josh,joshmauga,mauga,9999999,nfl,c82d07c7-c02a-4ea7-8cd7-7ba6e9e60f21,286668,Inactive,,245,9758,10
5661,True,23,,,1996-01-28,,Oklahoma State,1,SWR,3122430,20511,['WR'],Chris,Chris Lacy,00-0034593,#ChrisLacy-NFL-DET-15,"6'3""",,,,,,Lacy,1577157959410,15,5661,WR,,,12952,,chris,chrislacy,lacy,593,nfl,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,835417,Active,DET,205,31651,1
484,False,34,,,1982-12-17,,Illinois,,,10127,9814,['P'],Steve,Steve Weatherford,,#SteveWeatherford-NFL-FA-5,"6'2""",,,,,,Weatherford,,5,484,P,,,,,steve,steveweatherford,weatherford,9999999,nfl,2d7263cd-2437-46a8-bca6-a224576e3063,,Inactive,,211,8050,10
2889,False,25,,,1992-05-19,,Duke,,,2512459,17357,['LB'],Jordan,Jordan Dewalt-Ondijo,,#JordanDewaltOndijo-NFL-FA-47,"6'4""",,,,,,Dewalt-Ondijo,,47,2889,OLB,,,,,jordan,jordandewaltondijo,dewaltondijo,9999999,nfl,820ed36e-fbff-4ed2-99e8-411b1ac7c05b,,Inactive,,240,,0
4404,True,26,,,1993-04-21,,TCU,3,LT,2971556,19263,['OL'],Aviante,Aviante Collins,00-0033326,#AvianteCollins-NFL-MIN-76,"6'4""",,,,,,Collins,1573749606314,76,4404,OT,,,11785,,aviante,aviantecollins,collins,9999999,nfl,7f59e894-4ce1-4803-a556-2e02add60bc2,,Active,MIN,295,30431,2
4423,True,26,,,1993-12-04,,Richmond,,,2969018,19283,['DB'],David,David Jones, 00-0033389,#DavidJones-NFL-FA-41,"6'0""",,,,,,Jones,1560186341309,41,4423,FS,,,12928,,david,davidjones,jones,9999999,nfl,369d8fc2-fce9-4e75-9419-3dfbe3ad3977,,Inactive,,185,30663,2
2448,True,26,,,1993-08-18,,Memphis,,,2575606,16905,['DB'],Bobby,Bobby McCain,00-0031587,#BobbyMcCain-NFL-MIA-28,"5'9""",,Shoulder,McCain has been sent to injured reserve due to a shoulder injury.,2019-11-20,Out,McCain,1575240614275,28,2448,FS,,,10422,10524,bobby,bobbymccain,mccain,1290,nfl,7f32c3e6-113f-4922-b51d-a1a5a1d43bcf,,Active,MIA,195,28533,4
4860,True,25,,,1994-02-11,,Kentucky,,,2971093,19760,['OL'],Jon,Jon Toth,00-0034058,#JonToth-NFL-FA-64,"6'5""",,,,,,Toth,,64,4860,C,,,11823,,jon,jontoth,toth,9999999,nfl,f527c2af-05ac-4086-a35e-8efa1136860d,,Inactive,,308,30956,2
2688,True,27,,,1992-05-04,,Auburn,2,LT,2516029,17156,['OL'],Chad,Chad Slade,00-0031928,#ChadSlade-NFL-NYG-62,"6'5""",,,,,,Slade,1511987101344,62,2688,OT,,,10649,,chad,chadslade,slade,9999999,nfl,79a3c87a-85e2-41ed-aee2-ee6b33dd401e,,Active,NYG,313,28899,4
2727,False,26,,,1990-12-30,,Northwest Missouri State,,,2497566,17195,['DB'],Travis,Travis Manning,,#TravisManning-NFL-FA-26,"5'11""",,,,,,Manning,,26,2727,CB,,,,,travis,travismanning,manning,9999999,nfl,7610c1b3-594a-4b33-8c1b-992f4c780b3a,,Inactive,,182,,0
4089,True,25,,,1994-06-25,,South Alabama,2,TE,3918639,18935,['TE'],Gerald,Gerald Everett,00-0033895,#GeraldEverett-NFL-LAR-81,"6'3""",,,,,Probable,Everett,1577120413493,81,4089,TE,,,11737,12284,gerald,geraldeverett,everett,347,nfl,ebeceb00-57e0-4b74-9cf7-853da2afed18,838487,Active,LAR,239,30157,2
1168,True,31,,,1988-12-09,,Iowa,,,14995,14256,['OL'],Adam,Adam Gettis,00-0029139,#AdamGettis-NFL-FA-72,"6'2""",,,,,,Gettis,1554316248436,72,1168,G,,,8338,,adam,adamgettis,gettis,9999999,nfl,0cb97421-cccf-4cce-ac0f-92d47986defc,,Inactive,,293,25851,7
ARI,True,,,,,,,,,,,['DEF'],Arizona,,,,,,,,,,Cardinals,,,ARI,DEF,,,,,,,,,nfl,,,,ARI,,,
4574,True,26,,,1993-11-21,,Central Michigan,2,QB,2972515,19461,['QB'],Cooper,Cooper Rush,00-0033662,#CooperRush-NFL-DAL-7,"6'3""",,,,,,Rush,1566748803977,7,4574,QB,,,11841,,cooper,cooperrush,rush,565,nfl,4595c8ea-9d85-4504-8a34-2c8a02349105,694117,Active,DAL,229,30788,2
5255,True,25,,,1994-12-08,,None,3,RWR,3045763,20274,['WR'],Teo,Teo Redding,00-0034647,#TeoRedding-NFL-FA-88,"6'1""",,,,,,Redding,1567185953780,88,5255,WR,,,13023,,teo,teoredding,redding,9999999,nfl,11a3d414-412d-4dee-992a-4eb8ece1fbdb,744013,Inactive,,181,31642,1
4373,True,23,,,1995-09-30,,Kentucky,8,RB,3126338,19230,['RB'],Stanley,Stanley Williams,,#StanleyWilliams-NFL-FA-30,"5'9""",,,,,Out,Williams,,30,4373,RB,,,11776,12703,stanley,stanleywilliams,williams,9999999,nfl,c726c9ec-060e-47d8-95cf-2d00b73c9eb0,835378,Inactive,,196,30588,2
3405,True,25,,,1994-08-28,,Arizona,,,3056472,18166,['LB'],Scooby,Scooby Wright,00-0032979,#ScoobyWright-NFL-FA-96,"6'0""",,,,,,Wright,1567547421615,96,3405,ILB,,,10940,,scooby,scoobywright,wright,9999999,nfl,345a3f59-1eec-484b-93d0-6330bdb358e1,751295,Inactive,,239,29484,3
6068,True,23,,,1996-10-02,,Nebraska,3,RB,3699935,20904,['RB'],Devine,Devine Ozigbo, 00-0035184,#DevineOzigbo-NFL-JAX-33,"5'11""",,,,,,Ozigbo,1568934056396,33,6068,RB,,,13624,14045,devine,devineozigbo,ozigbo,380,nfl,25bc08ac-8420-4340-94c6-93993ff87d6f,866115,Active,JAX,219,32390,0
6572,True,22,,,1997-03-25,,Boston College,,,3915304,21268,['OL'],Aaron,Aaron Monteiro, 00-0035344,#AaronMonteiro-NFL-CAR-62,"6'7""",,,,,,Monteiro,,62,6572,G,,,14281,,aaron,aaronmonteiro,monteiro,9999999,nfl,b84b415e-a7a5-4d3c-8128-9e58f002578c,,Practice Squad,CAR,320,32441,0
6279,True,22,,,1997-04-30,,Marian,5,TE,4411192,21161,['TE'],Brandon,Brandon Dillon, 00-0035102,#BrandonDillon-NFL-MIN-85,"6'4""",,,,,,Dillon,1568242528970,85,6279,TE,,,14001,,brandon,brandondillon,dillon,2015,nfl,c1576aca-1bd1-4b9f-ba83-10235f1e2eca,1165740,Practice Squad,MIN,245,32142,0
3253,True,25,,,1994-01-24,,Rutgers,,,2982804,18014,['WR'],Leonte,Leonte Carroo,00-0033060,#LeonteCarroo-NFL-FA-88,"6'0""",,,,,,Carroo,1569969914948,88,3253,WR,,,10899,11277,leonte,leontecarroo,carroo,9999999,nfl,931dbb14-36ac-4044-a61e-5f11854f0383,696195,Inactive,,211,29320,3
4001,True,27,,,1992-02-22,,California (PA),,,4081021,18840,['LB'],Jeff,Jeff Knox,00-0033191,#JeffKnox-NFL-FA-48,"6'2""",,,,,,Knox,1526589301497,48,4001,OLB,,,11735,,jeff,jeffknox,knox,9999999,nfl,d59adf1f-97dc-4787-b47b-9dc6148941ee,,Inactive,,225,30094,2
2856,False,26,,,1991-09-30,,Utah,,,2514544,17324,['LB'],Brian,Brian Blechen,,#BrianBlechen-NFL-FA-45,"6'2""",,,,,,Blechen,,45,2856,OLB,,,10523,,brian,brianblechen,blechen,9999999,nfl,6a5075f0-7e18-4ebc-a40c-663832c2b188,,Inactive,,216,28729,1
2634,True,28,,,1991-09-24,,Florida,,,2512191,17102,['RB'],Mack,Mack Brown,00-0032048,#MackBrown-NFL-FA-34,"5'11""",,,,,,Brown,1564854347894,34,2634,RB,,,10568,11084,mack,mackbrown,brown,1986,nfl,7dc5af64-ae1d-4915-8af9-a4f5fb601710,557180,Inactive,,213,29085,4
670,False,37,,,1980-05-20,,San Diego State,,,5437,11821,['WR'],Kassim,Kassim Osgood,,#KassimOsgood-NFL-FA-14,"6'5""",,,,,,Osgood,,14,670,WR,,,,,kassim,kassimosgood,osgood,9999999,nfl,d00b8cd0-86fb-4d44-9816-7011747ad3fd,,Inactive,,220,,12
2907,False,26,,,1992-04-10,,Richmond,,,2507340,17375,['WR'],Ben,Ben Edwards,,#BenEdwards-NFL-FA-83,"5'11""",,,,,,Edwards,,83,2907,WR,,,10725,,ben,benedwards,edwards,9999999,nfl,879f996a-95f2-48db-8234-022ffebd3bda,552370,Inactive,,198,29045,1
111,True,35,,,1984-05-19,,UCLA,2,TE,9614,3061,['TE'],Marcedes,Marcedes Lewis,00-0024243,#MarcedesLewis-NFL-GB-89,"6'6""",,,,,,Lewis,1576525525343,89,111,TE,,,4891,3615,marcedes,marcedeslewis,lewis,483,nfl,9c21e9af-681c-41ef-9b00-fbc9e1668ed1,214197,Active,GB,275,7777,13
1461,True,29,,,1990-08-17,,Princeton,,,15944,15043,['DL'],Mike,Mike Catapano,,#MikeCatapano-NFL-FA-48,"6'3""",,,,,Out,Catapano,,48,1461,DE,,,8961,,mike,mikecatapano,catapano,9999999,nfl,4c08189b-2268-4755-87d0-b0a291f08eb9,470175,Inactive,,270,26830,6
6446,True,24,,,1995-11-14,,Rutgers,5,RB,3122799,21456,['RB'],Jonathan,Jonathan Hilliman, 00-0035013,#JonathanHilliman-NFL-NYG-28,"6'0""",,,,,,Hilliman,1571093444244,28,6446,RB,,,14082,,jonathan,jonathanhilliman,hilliman,1741,nfl,6d882a8b-c34f-4de1-89d2-8ee71628e039,836057,Practice Squad,NYG,220,32238,0
3349,True,26,,,1992-05-01,,Arkansas,2,LG,2512138,18110,['OL'],Sebastian,Sebastian Tretola,,#SebastianTretola-NFL-FA-79,"6'4""",,,,,,Tretola,,79,3349,G,,,10962,,sebastian,sebastiantretola,tretola,9999999,nfl,4e5dab0a-cec3-4eb0-ad60-68635d652626,,Inactive,,314,29427,2
3904,False,24,,,1994-08-08,,Purdue,3,NT,2969052,18730,['DL'],Ra'Zahn,Ra'Zahn Howard,,#RaZahnHoward-NFL-FA-60,"6'4""",,,,,,Howard,,60,3904,NT,,,11603,,razahn,razahnhoward,howard,9999999,nfl,,,Inactive,,317,30034,0
5701,True,24,,,1995-01-08,,Central Missouri,,,3052283,20628,['DL'],Connor,Connor Flagel,00-0034718,#ConnorFlagel-NFL-FA-75,"6'5""",,,,,,Flagel,1535763090499,75,5701,DE,,,13308,,connor,connorflagel,flagel,9999999,nfl,10a361ab-933c-46b6-bd83-3e10896813b8,,Inactive,,280,31710,1
2145,False,25,,,1991-09-26,,Boston College,,,17237,16489,['QB'],Chase,Chase Rettig,,#ChaseRettig-NFL-FA-7,"6'3""",,,,,,Rettig,,7,2145,QB,,,,,chase,chaserettig,rettig,9999999,nfl,525fc206-a76f-4630-b2f4-ec6351ff1afd,542393,Inactive,,206,28088,1
3404,True,26,,,1993-03-11,,Western Kentucky,,,2994680,18165,['DB'],Prince Charles,Prince Charles Iworah,00-0032456,#PrinceCharlesIworah-NFL-FA-39,"5'11""",,,,,,Iworah,1532569201620,39,3404,CB,,,11246,,princecharles,princecharlesiworah,iworah,9999999,nfl,b8fa8d21-898c-4718-9b4e-f512c6414b28,,Inactive,,190,29483,3
2071,True,27,,,1991-10-09,,Akron,3,LG,17312,16375,['OL'],Jarrod,Jarrod Pughsley,,#JarrodPughsley-NFL-FA-63,"6'5""",,,,,Out,Pughsley,,63,2071,G,,,10120,,jarrod,jarrodpughsley,pughsley,9999999,nfl,2704b8c6-2f29-459c-ac3c-f921acf955d0,,Inactive,,315,28137,5
5469,True,24,,,1995-05-12,,None,3,RG,3908989,20344,['OL'],Chris,Chris Schleuger,00-0034124,#ChrisSchleuger-NFL-FA-74,"6'4""",,,,,,Schleuger,,74,5469,G,,,,,chris,chrisschleuger,schleuger,9999999,nfl,5535abc8-e8c0-48bc-b233-3aacccde7eaf,,Inactive,,305,31419,1
2656,False,26,,,1992-06-23,,Northwestern,,,2511087,17124,['LB'],Chi Chi,Chi Chi Ariguzo,,#ChiChiAriguzo-NFL-FA-58,"6'1""",,,,,,Ariguzo,,58,2656,ILB,,,10682,,chichi,chichiariguzo,ariguzo,9999999,nfl,e640f40d-e8af-46f4-bd4f-fb6f3bd7d361,,Inactive,,232,28672,1
2370,True,26,,,1992-09-23,,Florida Atlantic,,,2982861,16826,['DB'],D'Joun,D'Joun Smith,,#DJounSmith-NFL-FA-20,"5'10""",,,,,Out,Smith,,20,2370,CB,,,10414,,djoun,djounsmith,smith,9999999,nfl,fee7cbd7-9880-4a0c-aa6b-fe148483bc92,,Inactive,,187,28453,4
2239,False,25,,,1992-06-22,,Illinois,,,17116,16641,['LB'],Jonathan,Jonathan Brown,,#JonathanBrown-NFL-FA-45,"6'0""",,,,,,Brown,,45,2239,OLB,,,,,jonathan,jonathanbrown,brown,9999999,nfl,206bc431-7d63-4d27-a19b-9ea9ab2cb7c4,,Inactive,,238,,1
175,True,34,,,1985-05-31,,Kansas State,,,11270,4556,['WR'],Jordy,Jordy Nelson,00-0026176,#JordyNelson-NFL-FA-82,"6'3""",,,,,,Nelson,1554315648501,82,175,WR,,,5691,4731,jordy,jordynelson,nelson,9999999,nfl,9f2aebe4-b654-4f0e-a437-ec46f20b6bfe,227442,Inactive,,217,8813,11
1666,True,29,,,1990-11-03,,Virginia,3,SLB,16449,15450,['LB'],LaRoy,LaRoy Reynolds,00-0029955,#LaRoyReynolds-NFL-CIN-55,"6'1""",,,,,,Reynolds,1568167226053,55,1666,OLB,,,9068,,laroy,laroyreynolds,reynolds,1151,nfl,0555927e-18ad-40f9-b2d6-f63d533d91aa,509379,Active,CIN,243,26975,6
5671,True,24,,,1995-08-28,,None,3,FS,3116105,20384,['DB'],Joshua,Joshua Kalu,00-0034662,#JoshuaKalu-NFL-TEN-46,"6'0""",,,,,,Kalu,1572730552939,46,5671,FS,,,12720,,joshua,joshuakalu,kalu,9999999,nfl,ab741f46-d660-48f2-a910-774d0514d2e4,,Active,TEN,203,31609,1
5602,True,26,,,1993-01-18,,None,,,3939134,20322,['DL'],Claudy,Claudy Mathieu,00-0034451,#ClaudyMathieu-NFL-FA-60,"6'6""",,,,,,Mathieu,,60,5602,DL,,,13267,,claudy,claudymathieu,mathieu,9999999,nfl,1da8b818-601e-4d53-943b-c7cb767969a3,,Inactive,,250,31539,1
4036,True,24,,,1995-01-11,,Western Michigan,1,RWR,3042778,18879,['WR'],Corey,Corey Davis,00-0033871,#CoreyDavis-NFL-TEN-84,"6'3""",,Concussion,"Davis exited the previous game with a concussion, and has yet to be established if he will be cleared in time for Week 17 against the Texans.",2019-12-22,Probable,Davis,1577126106627,84,4036,WR,,,11733,12169,corey,coreydavis,davis,109,nfl,e21e9081-44aa-464b-8d3e-83918d48b921,732121,Active,TEN,209,30118,2
2156,True,28,,,1991-02-27,,Virginia Tech,3,SS,16833,16502,['DB'],Antone,Antone Exum,00-0031267,#AntoneExum-NFL-SF-38,"6'0""",,,,,,Exum,1575487506019,38,2156,SS,,,9339,,antone,antoneexum,exum,1483,nfl,2a027210-21b3-4723-868d-df995e5d7441,507515,Active,SF,213,27710,5
6618,True,24,,,1995-08-08,,Fordham,7,TE,3909346,21394,['TE'],Isaiah,Isaiah Searight, 00-0035718,#IsaiahSearight-NFL-NYG-49,"6'3""",,Hamstring,Searight has reverted to injured reserve after clearing waivers with a hamstring injury.,2019-09-01,Out,Searight,1569965110322,49,6618,TE,,,13944,,isaiah,isaiahsearight,searight,9999999,nfl,79b89410-979a-4cc6-8463-940e78e0d1b6,874663,Active,NYG,245,32486,0
6271,True,22,,,1997-07-23,,Virginia,2,LWR,3917914,21142,['WR'],Olamide,Olamide Zaccheaus, 00-0035208,#OlamideZaccheaus-NFL-ATL-17,"5'8""",,,,,,Zaccheaus,1576173356189,17,6271,WR,,,13833,,olamide,olamidezaccheaus,zaccheaus,9999999,nfl,d8281390-f081-41e5-b55e-75779536fe94,883976,Active,ATL,193,32123,0
408,False,35,,,1982-11-10,,Virginia,,,8546,8872,['DL'],Chris,Chris Canty,,#ChrisCanty-NFL-FA-99,"6'7""",,,,,,Canty,,99,408,DE,,,4477,,chris,chriscanty,canty,9999999,nfl,5870bbda-5923-4924-865c-964f8ac6da78,,Inactive,,317,7308,11
1768,False,30,,,1988-04-07,,California,,,15698,15821,['DL'],K,K Browner,,#KBrowner-NFL-FA-76,"6'4""",,,,,,Browner,,76,1768,DE,,,9909,,k,kbrowner,browner,9999999,nfl,,,Inactive,,276,26554,1
